Value	Count
Twitter for Android	1776252
Twitter for iPhone	1467762
Twitter Web App	643085
Twitter for iPad	71545
twittbot.net	48487
Twitter for Mac	47031
TweetDeck	31500
Cheap Bots, Done Quick!	9926
WordPress.com	6591
Botbird tweets	5239
Twitter	4869
Microsoft Power Platform	4335
グランブルー ファンタジー	4128
dlvr.it	3181
IFTTT	3108
Shuttlerock - Bluebird	2567
Twittascope	2522
Twitcom - Comunidades 	2416
BelugaCampaignSEA	2325
Instagram	2217
Echofon  Android	2118
Hootsuite Inc.	2026
fllwrs	1807
OWNLY Admin	1722
Peing	1693
Echoes Act2	1581
Tweetbot for iΟS	1496
Arrow.	1292
Twiit.com	1261
Twitter Media Studio	1180
Twittt.com	1126
Buffer	995
Radio.co now playing	947
PlayStation®Network	926
Plume for Android	918
feather for iOS  	901
Nintendo Switch Share	813
SocialDog for Twitter	798
TwitPane for Android	772
Sprout Social	643
Echofon	610
ATELU for Twitter	588
LTTStudio	585
やさしい世界を目指すマシュマロちゃん	579
Echobox	512
今日のツイライフ	474
on TheWorld	466
Poshmark	451
ツイタマ for Android	437
Revive Social App	417
TwitCasting	413
TweetCaster for Android	400
twitcle plus	393
Mirrativ	390
Twidere for Android	369
TweetDeck Web App	369
Twitterrific for iOS	368
ツイタマ+ for Android	361
Tween	356
TwitPanePlus	355
livedoor Blog	347
MixChannel - ミクチャ	340
SocialFlow	335
SocialNewsDesk	299
Tweetlogix	293
LinkedIn	289
Sprinklr	287
Zapier.com	283
Cubi.so	277
Airtime Pro	270
Tabtter Free	267
KNIVES OUT	263
AbemaTV	259
Twitter Web Client	256
Hel2um on iOS	250
Radio King LiveTweet	238
The Social Jukebox	235
Streamlabs Twitter	234
SocialBee.io v2	227
Paper.li	225
ツイ廃あらーと	205
SocialPilot.co	203
Tweetbot for Mac	193
Weathercloud	185
Janetter for Android	183
SAM Broadcaster Song Info	182
Hotpepper	174
Twitter for Advertisers	169
TestsForSearch	167
懸賞ファン	166
Metricool	163
Rakuten Group, Inc.	161
Foursquare	160
HubSpot	157
LaterMedia	153
