Value	Count
Twitter for Android	1257251
Twitter for iPhone	1006642
Twitter Web App	449343
Twitter for iPad	61070
Twitter for Mac	42373
twittbot.net	31882
TweetDeck	18960
Cheap Bots, Done Quick!	6844
WordPress.com	4724
Botbird tweets	3443
Microsoft Power Platform	3402
Twitter	3347
BelugaCampaignSEA	2869
グランブルー ファンタジー	2835
dlvr.it	2356
IFTTT	2290
Twittascope	2210
Instagram	1642
fllwrs	1572
Hootsuite Inc.	1562
Twitcom - Comunidades 	1555
Arrow.	1521
Echofon  Android	1499
OWNLY Admin	1436
Shuttlerock - Bluebird	1026
Tweetbot for iΟS	1011
Karabiner	812
PlayStation®Network	767
Buffer	734
Echoes Act2	725
Nintendo Switch Share	665
feather for iOS  	656
Twitter Media Studio	629
Sprout Social	621
TwitPane for Android	541
Twittt.com	530
Plume for Android	499
TwitCasting	496
SocialDog for Twitter	466
ATELU for Twitter	428
Echofon	424
Brand Info	422
Peing	421
Radio.co now playing	397
やさしい世界を目指すマシュマロちゃん	364
TweetCaster for Android	359
Mirrativ	355
今日のツイライフ	348
Poshmark	344
Twiit.com	343
ツイタマ for Android	331
Echobox	331
MixChannel - ミクチャ	282
twitcle plus	277
Tween	272
ツイタマ+ for Android	266
Revive Social App	263
Twidere for Android	245
Zapier.com	243
SocialFlow	243
TwitPanePlus	234
Sprinklr	234
Blue Robot	233
Twitterrific for iOS	231
Twitter Web Client	230
Tweetlogix	226
ツイ廃あらーと	225
TweetDeck Web App	225
LinkedIn	222
SocialPilot.co	196
Tabtter Free	194
SocialNewsDesk	187
SocialBee.io v2	185
Cubi.so	185
livedoor Blog	184
The Social Jukebox	183
Blog2Social APP	181
Twitter for Advertisers	175
Airtime Pro	168
Radio King LiveTweet	164
Streamlabs Twitter	161
Paper.li	151
Foursquare	147
CareerArc 2.0	141
Janetter for Android	139
Metricool	131
AbemaTV	128
Tweetbot for Mac	126
Tumblr	118
Rakuten Group, Inc.	118
Janetter	115
Hypefury	115
zabuu_site	114
Weathercloud	113
LaterMedia	111
SAM Broadcaster Song Info	110
懸賞ファン	108
Hel2um on iOS	106
Fenix 2	106
Make (formerly Integromat)	104
SHOWROOM-LIVE	103
HubSpot	103
on TheWorld	102
CORE ListingMachine	101
BuzzCloud Twitter App	99
RTWIN	97
iXamDrive	95
Hotpepper	95
TestsForSearch	92
Janetter iOS	91
MateCha	90
Untappd	88
Spinitron Playlists	87
Sprinklr Publishing	84
SocialOomph	82
Pococha	82
Typefully	80
Sendible	79
Flamingo for Android	79
Agorapulse app	79
ニコニコ ニコレポ連携	77
Salesforce - Social Studio	76
BoxFresh	76
Tweecha Lite	74
Talon Android	74
Besocy_Oficial	73
stafsmoketest	72
fusetter	72
Camtsuku	72
True Anthem	71
StreamElements	70
Publer.io	69
Loomly	69
Janetter Pro for Android	66
jigtwi	64
feather free for iOS 	64
Zoho Social	64
Emplifi	64
Funny apps:)	63
Tweet Hunter Pro	62
Amplifr	62
twitcle plus for iOS	61
SAM Broadcaster Cloud	61
Periscope	61
Tweecha2 for Android	60
Meteobridge	60
NovaPress	59
BIGO LIVE	59
Mailchimp	58
Postcron App	56
 「モンストからツイート」	56
Biyon≡(　ε:) Pro	55
iembot	54
hamoooooon	54
Khoros CX	54
Janetter Pro for iPhone	54
Foursquare Swarm	54
BotFrens.com	53
TheWorld iOS	52
Myfxbook	52
Canada Weather	52
Affinitweet.com	52
Twitter Media Studio - LiveCut	51
The Tweeted Times	51
Dynamic Tweets	51
Verint Messaging	50
SobaCha	50
ContentStudio.io	50
ポケパラTwitter連携	48
Xbox One Social	47
Weather Display Tweet	47
Locobuzz CX	47
GroupTweet	47
mLabs - Gestão de Redes Sociais	46
Unfollowspy	46
TwinyBots	45
OneDirect Suite - P	45
ツイ廃ジャー	44
Dynamic Signal	44
ThingTweet	43
SocialChamp IO 	43
KuroTwi	43
TV Time, TV show tracker	41
Tweet Suite	40
SocialRabbit Plugin	40
SirpıM	40
Joytter	40
Canva	40
tweechaPrime	39
nftmutant	38
Zendesk	38
Radiologik DJ	38
Powered by Sprinklr	38
LINE LIVE app	38
ツイプロ(twpro)	37
Twitter_bot_service	37
Tweecha2 for iOS	37
Hearsay Social	37
CoSchedule	37
Brandwatch	37
総合サービス ツイボット	36
Biyon Lite Ver	36
eClincher	35
ausverkauf.eu	35
Yukari for Android	35
Remind Me Of This	35
LittleHairyFriendsNFT	35
Crowdfire App	35
TwitterCast by FastCast4u	34
SmarterQueue	34
Re:ゼロから始める異世界生活 INFINITY	34
RadioToolBox song tweet	34
Cercanías Avisos	34
Pixabay Member	33
Bot Reply 2	33
Back At You	33
rstats2twitter	32
YoruFukurou	32
Tweetings for Android	32
StockTwits Web	32
Goodreads	32
Clickasnap	32
TheWeb3Bot	31
Nonli	31
Genesys Social Engagement.	31
Hopscotch Social	30
sweet_caramel	29
Video Downloader Bot	29
Twitter for Yoo Seung-ho	29
Rate Tweeter	29
Paradym Social	29
NekoTwi!	29
診断メーカー shindanmaker.com	28
tweet serach api	28
nod3bot	28
iWantClips	28
Tweet Nowhere	28
ClickaYrom	28
ニコニコ生放送アプリ	27
تطبيق تدبُّر	27
testerapp-client	27
Zlappo.com	27
Wildmoka	27
Twitter for RPW	27
MyKCM	27
ME@SERAVO.IR	27
FS-Poster-App	27
Efolimw	27
AiSpaceBot	27
_screenshoter	26
Xeron TweetBot	26
Mixcloud	26
MixLive Now Playing Info	26
Emerry Tweet	26
Bronew2	26
ADANALI	26
yoshikibot2	25
yoni-standalone	25
pbnot	25
goaidev	25
erased9353731	25
Qeramet	25
QaberUyrs	25
Python Bot by PM	25
Pipedream, Inc	25
LopLop985	25
GetVideoBot	25
FS_Poster_App	25
Command-line Tool	25
AniList.co	25
なうぷれTunes	24
wordpress for twitter	24
test_and_live	24
bULmAXA	24
abnormal_crypto_app	24
UlOPkD	24
Tweet Old Post	24
TRE - The Radio Experience	24
FlightAlerts	24
Etsy	24
DownloaderBot	24
BLOX CMS	24
ガールズヘブン事務局	23
tweecha for android	23
dddcg apps	23
ThreadReaderApp	23
RewPoe	23
Qualtrics Social Connect	23
Orlo	23
